cleaned_smiles,Rift Valley fever virus,Herpes simplex virus,Yellow fever virus,Norovirus,JC polyomavirus,Varicella zoster virus,Human papilloma virus,Adenovirus,Hepatitis virus,Xenotropic murine leukemia virus-related virus,Rhinovirus,Epstein Barr virus,Chikungunya virus,Lassa virus,Ebola virus,Rabies virus,Zika virus,T-lymphotropic virus,West Nile virus,polyomavirus,Ross River virus,Marburg virus,Poliovirus,Kaposi's sarcoma-associated herpesvirus,Crimean-Congo hemorrhagic fever virus,Parainfluenza virus,Japanese encephalitis virus,Sindbis virus,Vaccinia virus,BK virus,Coronavirus,Rubella virus,Enterovirus,Influenza,Filovirus,Human immunodeficiency virus,Dengue virus,Cytomegalovirus,Respiratory syncytial virus
C=C[C@@]1(CO)C=C[C@H](n2cnc3c(=O)[nH]c(N)nc32)C1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C=C[C@H](O)C#CC#C[C@@H](O)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@H](O)C#CC#C[C@@H](O)CCO[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@H](O)C1=C[C@@]2(C/C=C(/C)COC(=O)c3ccccc3)OCOC2=CC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1C[C@H]1O[C@@H]2C[C@H](C)[C@@H]3CC(=O)C(C)=C3C[C@]2(O)C(C)(C)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
C=C[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)CCCC(=O)O)[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)[C@H]2OC(=O)CCCC(=O)O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
C=C[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)c3ccccc3C(=O)O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
C=C[C@]1(C)[C@@H]2C(=C)CO[C@H]1c1c(O)c(OC)c(OC)c(O)c1C2=O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@]1(C)[C@@H]2C(=C)CO[C@H]1c1c(O)ccc(O)c1C2=O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@]1(CO)C(=C)[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@]1(CO)O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](F)[C@@H]1O,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@]1(CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](F)[C@@H]1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
C=C[C@]1(CO)O[C@@H](n2cnc3c(NC)nc(N)nc32)C[C@@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c(O)cc2c1CC[C@@H]1C(C)(C)[C@H](O)CC[C@@]21C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H]2C(C)=C[C@@H](O)CC2(C)C)C(C)(C)C1)C3C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C2C=C4C(C)(C)C[C@H](O)CC4(C)O2)C(C)(C)C1)C3C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)O[C@H]1C=C(C)[C@H](/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C1)C3C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)O[C@H]1CC(C)(C)[C@]2(CC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C#CC4=C(C)C[C@@H](OC(C)=O)CC4(C)C)O[C@]2(C)C1)C3C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)O[C@H]1CC(C)(C)[C@]2(CC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=C=C4C(C)(C)C[C@H](OC(C)=O)C[C@@]4(C)O)O[C@]2(C)C1)C3C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@]4(O)C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)[C@@H]3C,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@]4(O)C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)[C@@H]3C,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C=O)=C6CC)c(C)c5C(=O)[C@@]4(O)C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)[C@@H]3C,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cc(C(F)(F)F)c2nc(C(=O)N3CC=C(c4ncccc4F)CC3)c(Cl)n2c1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccc(CN2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCC(=O)O)cc1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cccc2c1N(C)Cc1cc(OC(=O)CCCC)c(OC(=O)CCCC)cc1-2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cccc2c1N(C)Cc1cc(OCc3ccc(C#N)cc3)c(OCc3ccc(C#N)cc3)cc1-2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cccc2c1N(C)Cc1cc(OCc3cccc(OC)c3OC)c(OCc3cccc(OC)c3OC)cc1-2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cn(CCC(CO)CO)c(=O)[nH]c1=O,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cn(COC(CO)CO)c(=O)[nH]c1=O,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)F)c2ncnc(C)c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
C=Cc1cncc2ccc(C(=O)NCc3ccccc3OC(C)C)nc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC#CC#CC#CC[C@@H](CC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC#CC1(C(F)(F)F)NC(=O)Nc2ccc(Cl)cc21,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#CCCOc1ccc(C[C@H](NC(=O)[C@@H](/C=C/CCCCCCC(=O)CCCCCCC)[C@@](O)(CC(=O)O)C(=O)O)C(=O)O)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#CCN1c2ccccc2[C@]23CCC(=O)N(CCOC)C2=NC(C(=O)OC)=C(C(=O)OC)[C@H]13,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#CCOc1ccc(C[C@H](NC(=O)[C@@H](/C=C/CCCCCCC(=O)CCCCCCC)[C@@](O)(CC(=O)O)C(=O)O)C(=O)O)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C)O[C@H]1n1ccc2c(N)ncnc21,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
CC#C[C@]1(O)[C@H](O)[C@@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)O[C@H]1n1ccc(=O)[nH]c1=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#Cc1cc(-c2cnc([C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]2)ccc1-c1ccc2c(ccc3nc([C@@H]4C[C@H](COC)CN4C(=O)[C@@H](NC(=O)OC)c4ccccc4)[nH]c32)c1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)Nc1cc(C)c(OCc2ccccc2)c(-c2ccc(Cl)cc2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
CC(=O)C1=C(C)N(Cc2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)C(=O)N(Cc2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)C1c1ccccc1,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C1=C(C)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C1=C(O)C=C2O[C@]34O[C@@]3(C(C)=O)C(=O)C(C)=C(O)[C@]4(O)[C@@]2(C)C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)C1=NN(c2ccccc2)/C(=C2\S/C(=N/c3nc(-c4c(C)n(C)n(-c5ccccc5)c4=O)cs3)N(c3ccccc3)C2=O)S1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCC(c1c(C)cc(Oc2cc(C)cc(O)c2)cc1O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H](COC(C)=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)cc(F)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)C(C)(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)CCC2CCCCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccccn2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)OC(C)(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C[C@@]1(O)[C@H]2CC[C@@H]1C[C@H](S(=O)(=O)c1cc(C(=O)Nc3ccc(F)c(F)c3)ccc1Cl)C2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C(=O)c1cn(Cc2cccc(Cl)c2)c2ccccc12)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N(C(=O)c1cn(Cc2cccc(F)c2)c2ccccc12)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N(C(=O)c1cn(Cc2ccccc2)c2ccc(F)cc12)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N(C(=O)c1cn(Cc2ccccc2)c2ccc([N+](=O)[O-])cc12)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N(C(=O)c1cn(Cc2ccccc2C)c2ccccc12)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N(C)c1ccc(N2CCOCC2)c(COc2ccc3c(c2)OCCn2c-3c(C3CCCCC3)c3ccc(C(=O)O)cc32)c1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(CCc1ccc(-c2ccccc2)cc1)CCc1cn(C)c2ccccc12,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC(=O)N(Cc1cc(=O)c(O)c2n1CCN(C(C)C)C2=O)C1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2[nH]c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)cc3c2F)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(Cc2ccc3c(c2)C(=O)N/C3=C/c2ccnc(Cl)n2)CC1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(OCc2ccccc2)cc1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0
CC(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OCc2ccccc2)cc1Cl,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(OCc2ccccc2)cc1F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1c2ccccc2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OCc2ccccc2)c(Cl)c1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(=O)NCC1CCCN(C(=O)CN(c2cc(C(F)(F)F)ccc2Cl)S(=O)(=O)c2ccccc2)C1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(CCc1ccc(Cl)c(Cl)c1)c1cccc(O)c(=O)c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC(=O)NCC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCc1c[nH]c2ccc(O)cc12,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCc1ccc(N2C(=O)C(O)=C(C(=O)c3ccc(C(C)C)cc3)C2c2ccc(OC(F)(F)F)cc2)nn1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(C)=O)c3ccccc3)cc2)cc1)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(C#Cc2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@H](NC(C)=O)c4ccccc4)[nH]3)cc2)[nH]1)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](CC(C)C)[C@@H]1CC=C(P(=O)(O)O)C[C@H]1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N[C@@H](CC(C)C)[C@@H]1N[C@@H](C(=O)O)C[C@H]1c1cc[nH]n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H](CC(C)C)[C@H]1CC=C(C(=O)O)C[C@@H]1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N[C@@H](CCCc1ccccc1)C(=O)N[C@H]1CCCNC(=O)CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H](CCCc1ccccc1)C(=O)N[C@H]1CCCNC(=O)CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1C[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](N(CCCC(=O)N2CCNCC2)C(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1[C@H](O)C(=O)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](N)C[C@@H](S(=O)(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@@H]1OCC[C@@H](O)[C@H]1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](F)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](N=[N+]=[N-])[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)C(=O)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)C(=O)N1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CNC(=O)C1CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCCCCCCCCCCCCNC(=O)O[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCCCCCCc1cn(CCCCCCCNC(=O)O[C@H]([C@H](O)CO)[C@@H]2OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]2NC(C)=O)nn1)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCCCCCn1cc(CCCCNC(=O)O[C@H]([C@H](O)CO)[C@@H]2OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]2NC(C)=O)nn1)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCCCCNC(=O)C1CC(C(=O)NCCCCCCNC(=O)O[C@H]([C@H](O)CO)[C@@H]2OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]2NC(C)=O)CC(C(=O)NCCCCCCNC(=O)O[C@H]([C@H](O)CO)[C@@H]2OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]2NC(C)=O)C1)[C@H](O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
