cleaned_smiles,Rift Valley fever virus,Herpes simplex virus,Yellow fever virus,Norovirus,JC polyomavirus,Varicella zoster virus,Human papilloma virus,Adenovirus,Hepatitis virus,Xenotropic murine leukemia virus-related virus,Rhinovirus,Epstein Barr virus,Chikungunya virus,Lassa virus,Ebola virus,Rabies virus,Zika virus,T-lymphotropic virus,West Nile virus,polyomavirus,Ross River virus,Marburg virus,Poliovirus,Kaposi's sarcoma-associated herpesvirus,Crimean-Congo hemorrhagic fever virus,Parainfluenza virus,Japanese encephalitis virus,Sindbis virus,Vaccinia virus,BK virus,Coronavirus,Rubella virus,Enterovirus,Influenza,Filovirus,Human immunodeficiency virus,Dengue virus,Cytomegalovirus,Respiratory syncytial virus
CS(=O)(=O)Nc1cccc(S(=O)(=O)NC(=O)c2c(-c3ccc[nH]c3=O)c3cc(Cl)ccc3n2Cc2ccnc(N)c2)c1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)Oc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,1.0,,,0.0,,1.0
CS(=O)(=O)Oc1ccc2c3c([nH]c2c1)[C@@H]1[C@H](N)CSCON1CC3,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(-n2c(CN3C(=O)C4(CC4)c4ccncc43)nc3cc(Cl)ccc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1ccc(-n2c(CN3C(=O)C4(CC4)c4ccncc43)nc3cc(Cl)ccc32)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1ccc(C2=C(O)C(=O)OC2c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(N2CCc3nc(-c4ccccn4)nc(O)c3C2)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(Oc2c(Cl)cc(Nc3n[nH]c(N)n3)cc2Cl)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1cccc(-n2c(CN3C(=O)C4(CC4)c4ccncc43)nc3cc(Cl)ccc32)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1cccc(-n2c(CN3C(=O)C4(CC4)c4ccncc43)nc3cc(Cl)ccc32)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1cnc(NC(=O)c2ccccc2O)s1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1cncc(-n2c(CN3C(=O)C4(CC4)c4ccncc43)nc3cc(Cl)ccc32)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1csc(NC(=O)c2ccccc2O)n1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CC2COC2)c2cnccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CCC(F)(F)F)c2cnccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CCCC(F)(F)F)c2cnccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CSC1=NS(=O)(=O)C=CN1CCOCP(=O)(O)O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC1=NS(=O)(=O)C=CN1CCOCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCC[C@@H](NC(=O)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]1CCCN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H]1CCCN1C(=O)CNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1)C(C)C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
CSCC[C@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C)[C@@H](C)O)C(C)C)C(C)C)C(=O)O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC1=O)C(C)C)C(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@]1(C)CCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C)C(C)C)[C@@H](C)O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCC[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](C)(F)[C@@H]1O)Oc1ccccc1)C(=O)OC(C)C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCC[C@H](NP(=O)(Oc1ccccc1)O[C@@H](C)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C(=O)OC1CCCCC1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCc1nccc(N2CCN(c3cc(C(C)C)ccc3NC(=O)c3cccnc3C)CC2)n1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(O)c(-c2nc(-c3ncccc3C)no2)c1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccccc1-c1cc(CN[C@@]23C[C@@H]4C[C@@H](C[C@@](O)(C4)C2)C3)no1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CSc1ccccc1C1CCCN1C(=O)C(NC(=O)NCc1ccc(N)cc1)c1ccccc1,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
CSc1ccccc1C1CCCN1C(=O)CNC(=O)NCc1ccc(N)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1nc(N)nc2c1ncn2/C=C1/C[C@@H]1CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CSc1nc2n(C(C)(C)C)nc([N+](=O)[O-])c(=O)n2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CSc1nc2n(C)c3ccccc3cc-2c(=O)n1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1nc2n(COC(=O)C(C)(C)C)nc(SCC(N)C(=O)O)c(=O)n2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CSc1ncnc2c1c1cc(Cl)ccc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
CSc1ncnc2c1c1ccsc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ncnc2c1c1cscc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ncnc2c1c1sccc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
CSc1nsc(-c2ccccc2)c1C#N,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](C(=O)N(C)C)N(c1cc(C#CC(C)(C)C)sc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
C[C@@H](Cc1ccc(OC(=O)CN(C)C)c(OC(=O)CN(C)C)c1)[C@H](C)Cc1ccc(OC(=O)CN(C)C)c(OC(=O)CN(C)C)c1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](N)[C@H]1C[C@H]2CC[C@]1(C)C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
C[C@@H](N1CN([C@H]2c3ccccc3CSc3ccccc32)n2ccc(=O)c(O)c2C1=O)C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
C[C@@H](NC(=O)C(=O)N1CC[C@H](C(=O)Nc2cc(F)c(F)c(Br)c2)C1)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)C(=O)N1CC[C@H](C(=O)Nc2ccc(F)c(Cl)c2)C1)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)Nc1c(Cl)c(C(=O)Nc2ccc(F)c(F)c2)n2c1CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)Nc1c(Cl)c(C(=O)Nc2ccnc(Cl)c2)n2c1CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)Nc1c(Cl)c(C(=O)Nc2ccnc(Cl)c2)n2c1CCCCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)Nc1c2c(c(C(=O)Nc3ccc(F)c(F)c3)n1C)CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1ccc2c(C3CCCCC3)n(-c3ccccn3)nc2c1)C(=O)Nc1ccc(-c2ccc(N)nc2)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1ccc2c(C3CCCCC3)n(-c3ccccn3)nc2c1)C(=O)Nc1ccc(-c2cnc(N)nc2)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1)C(=O)Nc1ccc(/C=C/C(=O)O)cc1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1cccc(-c2cnc(-c3cc4ccccc4cn3)[nH]2)c1)c1ccc(F)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1cnn2c1CN(C(=O)Nc1cc(F)c(F)c(F)c1)CC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1cnn2c1CN(C(=O)Nc1ccc(F)c(F)c1)CC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)Nc1cn(C)c(C(=O)Nc2ccc(F)c(C#N)c2)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)Nc1cn(C)c(C(=O)Nc2ccc(F)c(F)c2)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c(Cl)c(C(=O)Nc2cc(F)c(F)c(F)c2)n2c1CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c(Cl)c(C(=O)Nc2ccc(F)c(F)c2)n2c1C=CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c(Cl)c(C(=O)Nc2ccc(F)c(F)c2)n2c1CCCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c2c(c(C(=O)Nc3cc(F)c(F)c(F)c3)n1C)CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c2c(c(C(=O)Nc3ccc(F)c(C#N)c3)n1C)CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1c2c(c(C(=O)Nc3ccc(F)c(F)c3)n1C)CCC2)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2cc(F)nc(F)c2)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2cc(F)nc(F)c2)c1F)C(C)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccc(F)c(C#N)c2)c1F)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccc(F)c(C(F)F)c2)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccc(F)c(C(F)F)c2F)c1F)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccc(F)c(F)c2)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccc(F)c(F)c2)c1F)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccnc(C(F)F)c2)c1F)C(C)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccnc(Cl)c2F)c1Cl)C(F)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(=O)(=O)c1cn(C)c(C(=O)Nc2ccnc(Cl)c2F)c1F)C(C)(F)F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](N[C@@H]1CCCc2c1[nH]c1ccc(Br)cc21)c1ccccc1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](Nc1c(F)c(F)nc(F)c1F)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
C[C@@H](Nc1nc(OC2CCC2)c2nc(C#CC3CC3)ccc2n1)c1ccc(S(N)(=O)=O)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)C[C@H]1OC[C@@H](C2CCCCC2)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C1=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@@H]1CN([C@H](C)c2ccccc2)[C@H](c2ccccc2)[C@H]1C(=O)OC(C)(C)C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H](O)COC[C@@]1(O)[C@H]2CC[C@@H]1C[C@H](S(=O)(=O)c1cc(C(=O)Nc3cc(F)c(F)c(F)c3)ccc1Cl)C2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H](O)COC[C@@]1(O)[C@H]2CC[C@@H]1C[C@H](S(=O)(=O)c1cc(C(=O)Nc3ccc(F)c(F)c3)ccc1Cl)C2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H]1C=Cc2c(cn(C)c2C(=O)Nc2ccc(F)c(F)c2)S(=O)(=O)N1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
C[C@@H](Oc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cc(F)ccc3n(CCC3CC3)c1=O)N2)C(N)=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)Nc2ccc(Cl)cc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C[C@@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2ccc3c(c2)OCO3)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
C[C@@H](c1ccccc1)N(CC(=O)Nc1ccc(-c2csc(N)n2)cc1)C(=O)c1ccncc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](c1ccccc1)n1nnnc1[C@H](c1ccsc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
C[C@@H](c1ncc(-c2ccc(-c3ncc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N5CCCCC5)[nH]4)cn3)cc2)[nH]1)N(C)C(=O)[C@@H](c1ccccc1)N1CCCCC1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C/C(=C\CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C/C(=C\CC2CC(=O)NC(=O)C2)C(=O)[C@H](C)C1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C2C3=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@H](C)C1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)Nc3ccccc3C(F)(F)F)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C(F)(F)F)[C@H](C)C1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)c3ccc4c(c3)OCCO4)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@H](C)C1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
